Designator,Mid X,Mid Y,Rotation,Layer
C1,184.0,-107.875,90.0,top
C2,187.275,-108.8,90.0,top
D1,173.125,-115.685,90.0,top
J2,172.225,-109.225,0.0,top
J3,192.0,-115.0,270.0,top
J4,137.525,-100.58,270.0,top
R1,178.425,-115.75,90.0,top
U1,185.9,-113.95,270.0,top
